Date,Event Name (40 characters max)?,Venue (address if indie),Time (start-end),Price,30-character descriptor,Link to Event,Event submitted to Pin Up Outaouais by:
"Sat, Sep 6",70s Party (Orleans)!,"D'Arcy McGee's, Orleans",9:00 PM,,"Everyone's back! Come share your vacation stories, enjoy a great variety of beer and food and be entertained by Cara Q! This band has built a solid repuation as a fun group that plays familiar songs of the 60s, 70s and 80s. Hope you can join the party!Check out the band at www.caraq.ca",http://couchassass.in/event/70s-party-orleans,Couch Assassin
"Sat, Sep 6","Back to school party with Harea band, Rommel Ribeiro and LIAM (DJ Set)",The Rainbow Bistro,9:00 PM,,"The 2014/2015 school year is drawing near and we have just the party to help you cure those end of summer blues. Join Carleton university music students Harea Band and Rommel Ribeiro for a night of music, dancing, and drinking to help you forget that you have months of papers and readings ahead of you. Doors: 9 pmCover: $10 Harea band: Harea Band is a collective. A collective made up of like minded individuals who want nothing more in life than to create high quality, enjoyable music. Led by singer/songwriter Alex Harea, the group takes catchy pop melodies, adds groovy riffs, tasty licks and funky beats which leave you with little choice but to smile and dance. Alex, along side bassist Harisson singer, drummer Mike Giamberardino, and guitarist/sample master Liam Meagher fulfill all elements of musical desire. With the ability to play toned down acoustic sets, they can play in venues of any size. Harea Band just released their debut EP ""Hip Hip Harea"" which showcases the band's songwriting skills as well as their nack for arranging and producing. ""Hip Hip Harea is a first-rate presentation of this trio’s overall sound, as well as the songwriting skills of Alex Harea. Overall the songs possess an enjoyable, buoyant and optimistic tone which is not over-produced, giving the uptempo melodies, as well as the ballad, an open atmosphere and jaunty mood that catches on quick."" -Dave Manning of Modularbase The band looks forward to taking the EP on the road and continuing on their path to success. www.hareaband.bandcamp.com Rommel Ribeiro: Singer, songwriter and guitarist, Rômmel Ribeiro was born into a family of accomplished artists in northern Brazil. Being surrounded by art, the musician was inspired by the work of great names as Gilberto Gil, Chico Buarque and Caetano Veloso still in a young age. In 2006, after releasing ""Transcendental"", his first album, he landed in Canada, where he crossed paths with the People Project Band. It was the perfect opportunity for exploring music in a multicultural background and for performing in relevant events, such as Montreal and Ottawa's Jazz Festivals, Ottawa Bluesfest and Toronto Global Groove. While honing his own style, Rômmel emerged with a mix of popular Brazilian music, afrobeat, reggae, funk and jazz in his second album ""Egológico Recycle"". Created in collaboration with musicians from Ethiopia, Cameroon, France and Brazil, this exotic disc unites compositions in French, Portuguese, Spanish and English. The high quality of his compositions, the ability to engender good partnerships and his inspired performances resulted in several awards in Canada. In 2010 he received the ""Great Revelation"" award at the Festival Nuits d'Afrique and the very first “Diversity Award”, granted by the Arts Council of Montreal and several other cultural organizations. Finally, in 2012 he was chosen as Radio Canada/CBC 2012-13 “Revelation on World Music”. This last prize opened up new doors for him in the music scene. Since then, Rommel had the honor of being the opening act for the concert of Gilberto Gil in November 2012. Also he was invited to record part of his third album in the excellent studio of Radio Canada/CBC in 2013. In 2014, the musician plans to release his new album “Nada Direito” and embark in a tour around Brazil and Europe. He promises breathtaking concerts, a deep musical miscegenation and inspirited compositions. Here's an invitation to great music! www.rommelribeiro.com",http://couchassass.in/event/back-to-school-party-with-harea-band-rommel-ribeiro-and-liam-dj-set,Couch Assassin
"Sat, Sep 6",Karaoke with China Doll,Shanghai Restaurant,9:00 PM,,Karaoke - Food - Drinks - Etc.,http://couchassass.in/event/karaoke-china-doll,Couch Assassin
"Sat, Sep 6",Nightmoves,Babylon,9:00 PM,,From the animals that bring you SHAMELESS comes NIGHT MOVES!NIGHT MOVES happens the first Saturday of every month.Come dance to the sounds of the (new) new new wave withPAT JOHNSON (Silkken Laumann) who will be spinning tons of catchy indie/new wave/electro-clash/rock n' roll that will get you out on the dance floor!Doors at 11 pm.$5.,http://couchassass.in/event/nightmoves,Couch Assassin
"Sat, Sep 6",Retro 80's + 90's Night,Barrymore's,9:00 PM,,Frankie says moonwalk down to Barrymore's for Retro 80's Night. A return to the origins of pink hair and Florescent Oversize tops.,http://couchassass.in/event/retro-80s-90s-night,Couch Assassin
"Sat, Sep 6",Sassy Saturday Night Drag,The Lookout Bar,9:00 PM,,"Heels, Boas, and booty shaking. Saturday Night Live Drag Show.(9-2am) Featuring a rotation of Top Female Impersonators 2 Shows Nightly Dance and Party w/ DJ Kitty Funkalicious",http://couchassass.in/event/sassy-saturday-night-drag,Couch Assassin
"Sat, Sep 6",Saturday Night 6-Pack,,9:00 PM,,"Fun Haven for Adults? What? - Yes Every Saturday night from 9pm to 1am, for $29.99, the 6-Pack package offer you 6 unlimited attractions, $6 FunCard and a Pizza Meal Deal ($6.99 value). Age 19 +Unlimited- Laser Tag- Bumper Cars- Laser Frenzy- Climbing Wall- Mini-Bowling- Jungle Gym Funhaven - The Fun Experts1050 Baxter Rd, OttawaClose to the new Ikea",http://couchassass.in/event/saturday-night-6-pack,Couch Assassin
"Sat, Sep 6",Death Disco,Swizzles Bar & Grill,10:00 PM,,"Death Disco is Ottawa's weekly Dark Alternative club night featuring two of the residents each week which includes DJs Dolston, Enyd, Alis, Phillihp, kNiveD and Reverie. Depending on who's DJing, you'll hear a mix of: EBM, Industrial Rock / Metal, Goth Rock, Post Punk, Death Rock, Synthpop, Futurepop, Harsh EBM / Aggrotech, Noise, etc.",http://couchassass.in/event/death-disco,Couch Assassin
"Sat, Sep 6",House of PainT SATURDAY AFTERPARTY,Ritual Nightclub,10:00 PM,,House of PainT SATURDAY AFTERPARTYThe party continues late into the night with an epic DJ battle between Philadelphia and Ottawa trading places on the ones and twos! *HEAD TO HEADHot Peas & Butta's DJ Skeme Richards (Philadelphia)VSDouble Barrel's DJ Magnificent (Ottawa) Tickets$10 door Time & LocationRitual Nightclub Lounge137 Besserer St (MAP)10pm-2am www.houseofpaint.cahttps://twitter.com/HouseofPainThttps://www.facebook.com/HouseofPainTFestival,http://couchassass.in/event/house-of-paint-saturday-afterparty,Couch Assassin
"Sat, Sep 6",Saturday Nite Party,Club Caliente,10:00 PM,,"What's a Saturday Night without a good dance party. Certainly nothing to write home about. So head down to Club Caliente to Merengue, Salsa and shake that tail feather to all kinds of dance friendly tunes.",http://couchassass.in/event/saturday-nite-party,Couch Assassin
"Sat, Sep 6",SHUCK 'N' STRUT,Elmdale Oyster House and Tavern,10:00 PM,,"a night of dusty RnB / Soul / Funk soundsstrictly on vinyl records, selected and mixed by:ZATTAR ( timekode / tropikalo / house of paint)music starts at 10pmShuck 'N' Strut happens every first Saturday of the monthThe Elmdale Oyster House & Tavern1084 Wellington St. W.no cover / 19+",http://couchassass.in/event/shuck-n-strut-0,Couch Assassin
